explain_path,photo_path,name,con_yr,re_yr,bldg_type,bldg_loc,Area,gr_floor,under_floor,re_cost,energy_reduction,co2_reduction
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_120.png,img/rec_fig/120.png,Penwith Housing,1954.71,2010.00,2.00,41.00,65.03,1.65,0.05,5120000.00,0.78,0.34
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_121.png,img/rec_fig/121.png,Sarsen Housing,1954.71,2010.00,2.00,42.00,76.18,1.65,0.05,5120000.00,0.88,0.89
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_122.png,img/rec_fig/122.png,East Midlands Housing,1954.71,2010.00,2.00,43.00,70.61,1.65,0.05,5120000.00,0.87,0.86
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_123.png,img/rec_fig/123.png,Grove Housing Association,1896.00,2010.00,2.00,63.00,89.19,1.00,0.05,5120000.00,0.84,0.82
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_124.png,img/rec_fig/124.png,Eco-retrofit Bolton,1954.71,2012.00,2.00,35.00,83.61,1.00,0.05,5120000.00,0.38,0.28
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_125.png,img/rec_fig/125.png,BYRON G. ROGERS FEDERAL BUILDING,1965.00,2013.00,10.00,22.00,45986.99,17.00,0.05,159000000.00,0.51,0.51
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_126.png,img/rec_fig/126.png,Eco-retrofit Brierfield,1954.71,2010.00,2.00,44.00,169.08,1.00,0.05,159000000.00,0.54,0.57
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_127.png,img/rec_fig/127.png,Eco-retrofit Colne,1954.71,2010.00,2.00,44.00,88.72,1.00,0.05,159000000.00,0.18,-0.36
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_128.png,img/rec_fig/128.png,Eco-retrofit Ealing,1954.71,2010.00,2.00,32.00,116.13,1.00,0.05,159000000.00,0.23,0.12
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_129.png,img/rec_fig/129.png,Eco-retrofit Orpington,1954.71,2010.00,2.00,52.00,94.76,1.00,0.05,159000000.00,0.32,0.26
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_130.png,img/rec_fig/130.png,Eltham,1954.71,2010.00,2.00,52.00,94.76,1.00,0.05,159000000.00,0.32,0.26
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_131.png,img/rec_fig/131.png,Enfield Homes retrofit,1954.71,2010.00,2.00,52.00,94.76,1.00,0.05,159000000.00,0.32,0.26
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_132.png,img/rec_fig/132.png,Flagship Retrofit,1954.71,2010.00,2.00,62.00,62.71,1.00,0.05,159000000.00,0.71,0.71
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_133.png,img/rec_fig/133.png,Gentoo Retrofit,1954.71,2010.00,2.00,50.00,78.04,1.65,0.05,159000000.00,0.79,0.78
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_134.png,img/rec_fig/134.png,Gentoo Retrofit Bid 2,1954.71,2010.00,2.00,50.00,78.04,1.65,0.05,159000000.00,0.87,0.86
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_135.png,img/rec_fig/135.png,Gentoo Retrofit Bid 3,1954.71,2010.00,2.00,50.00,64.10,1.65,0.05,159000000.00,0.80,0.80
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_136.png,img/rec_fig/136.png,Green Structures(PCM),1954.71,2010.00,2.00,32.00,100.34,1.00,0.00,159000000.00,0.92,0.92
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_137.png,img/rec_fig/137.png,Grove Cottage,1954.71,2009.00,2.00,83.00,134.71,1.00,0.00,159000000.00,0.57,0.55
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_138.png,img/rec_fig/138.png,Hanley,1954.71,2009.00,2.00,83.00,134.71,1.00,0.00,159000000.00,0.57,0.55
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_139.png,img/rec_fig/139.png,Hard to Heat Homes,1954.71,2010.00,2.00,46.00,48.31,1.00,0.00,159000000.00,0.69,0.69
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_140.png,img/rec_fig/140.png,Harrow Road Retrofit,1954.71,2010.00,2.00,31.00,124.95,1.65,0.05,159000000.00,0.69,0.67
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_141.png,img/rec_fig/141.png,Hounslow Council,1954.71,2010.00,2.00,32.00,84.54,1.00,0.00,159000000.00,0.89,0.88
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_142.png,img/rec_fig/142.png,Hounslow Passivhaus Retrofit,1954.71,2010.00,2.00,32.00,84.54,1.00,0.00,159000000.00,0.87,0.86
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_143.png,img/rec_fig/143.png,Ilford,1954.71,2010.00,2.00,32.00,84.54,1.00,0.00,159000000.00,0.87,0.86
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_144.png,img/rec_fig/144.png,Property in Whitehaven,1954.71,2010.00,2.00,48.00,76.18,1.00,0.00,159000000.00,0.79,0.78
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_145.png,img/rec_fig/145.png,Inspiration Birmingham 2020,1954.71,2010.00,2.00,85.00,158.86,1.00,0.00,159000000.00,0.77,0.79
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_146.png,img/rec_fig/146.png,Prewett Bizley Architects,1954.71,2010.00,2.00,32.00,105.91,1.00,0.00,159000000.00,0.77,0.73
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_147.png,img/rec_fig/147.png,Isos Housing Group,1954.71,2010.00,2.00,50.00,70.61,1.00,0.00,159000000.00,0.82,0.78
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_148.png,img/rec_fig/148.png,L&Q Group,1954.71,2010.00,2.00,50.00,70.61,1.00,0.00,159000000.00,0.82,0.78
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_149.png,img/rec_fig/149.png,LB Greenwich,1954.71,2010.00,2.00,32.00,108.70,1.00,0.00,159000000.00,0.93,0.92
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_150.png,img/rec_fig/150.png,Lena Gardens,1954.71,2010.00,2.00,32.00,195.10,1.00,0.00,159000000.00,0.82,0.85
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_151.png,img/rec_fig/151.png,Leicester Housing Association,1974.00,2010.00,2.00,31.00,87.33,1.00,0.00,159000000.00,0.56,0.52
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_152.png,img/rec_fig/152.png,Hastoe Housing Association,1948.00,2010.00,2.00,51.00,51.10,1.65,0.05,159000000.00,0.93,0.93
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_153.png,img/rec_fig/153.png,Low Carbon Sheppey,1974.00,2010.00,2.00,52.00,74.32,1.00,0.00,159000000.00,0.55,0.57
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_154.png,img/rec_fig/154.png,Hay Tor,1950.00,2010.00,2.00,53.00,78.50,1.65,0.05,159000000.00,0.49,0.47
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_155.png,img/rec_fig/155.png,Metropolitan Housing Trust,1954.71,2010.00,2.00,32.00,109.63,1.00,0.00,159000000.00,0.71,0.68
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_156.png,img/rec_fig/156.png,Castle Rock Edinvar,1954.71,2010.00,2.00,32.00,75.25,1.65,0.05,159000000.00,0.46,-0.48
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_157.png,img/rec_fig/157.png,One Planet Sutton,1954.71,2010.00,2.00,54.00,74.32,1.00,0.00,159000000.00,0.61,0.59
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_158.png,img/rec_fig/158.png,Plus Dane Group,1954.71,2010.00,2.00,55.00,89.19,1.00,0.00,159000000.00,0.60,0.60
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_159.png,img/rec_fig/159.png,Peabody,1954.71,2010.00,2.00,32.00,97.55,1.00,0.00,159000000.00,0.57,0.59
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_160.png,img/rec_fig/160.png,Peterborough EnviroCluster,1970.00,2010.00,2.00,34.00,76.18,1.00,0.00,159000000.00,0.69,0.63
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_161.png,img/rec_fig/161.png,Dartford Borough Council,1954.71,2010.00,2.00,52.00,60.39,1.00,0.00,159000000.00,0.38,0.37
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_162.png,img/rec_fig/162.png,Redlands,1955.00,2011.00,2.00,33.00,150.50,1.00,0.00,159000000.00,0.56,0.61
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_163.png,img/rec_fig/163.png,Powys County Council,1954.71,2010.00,2.00,64.00,81.75,1.00,0.00,159000000.00,0.79,0.76
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_164.png,img/rec_fig/164.png,White Design Associates,1954.71,2010.00,2.00,35.00,69.68,1.65,0.05,159000000.00,0.85,0.85
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_165.png,img/rec_fig/165.png,Appledore,1954.71,2010.00,2.00,35.00,69.68,1.65,0.05,159000000.00,0.85,0.85
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_166.png,img/rec_fig/166.png,Hockerton Housing Project Trading,1954.71,2010.00,2.00,84.00,84.08,1.00,0.00,159000000.00,0.84,0.80
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_167.png,img/rec_fig/167.png,Victorian mid-terrace,1888.00,2013.00,2.00,56.00,60.39,1.00,0.00,159000000.00,0.20,0.21
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_168.png,img/rec_fig/168.png,Cottages,1888.00,2013.00,2.00,56.00,60.39,1.00,0.00,159000000.00,0.20,0.21
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_169.png,img/rec_fig/169.png,Home in Scotland,1970.00,2010.00,2.00,86.00,77.39,1.00,0.00,159000000.00,0.78,0.76
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_170.png,img/rec_fig/170.png,A+G Architects,1960.00,2010.00,2.00,57.00,91.97,1.00,0.00,159000000.00,0.79,0.78
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_171.png,img/rec_fig/171.png,Riverside HA,1950.00,2010.00,2.00,48.00,64.10,1.00,0.00,159000000.00,0.82,0.82
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_172.png,img/rec_fig/172.png,Brampton retrofit,1950.00,2010.00,2.00,58.00,79.90,1.00,0.00,159000000.00,0.72,0.85
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_173.png,img/rec_fig/173.png,Encraft Ltd,1954.71,2010.00,2.00,59.00,79.90,1.00,0.00,159000000.00,0.73,0.91
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_174.png,img/rec_fig/174.png,Victory Housing Trust,1954.71,2010.00,2.00,60.00,85.94,1.00,0.00,159000000.00,0.63,0.72
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_175.png,img/rec_fig/175.png,RCT Homes,1954.71,2010.00,2.00,64.00,74.32,1.00,0.00,159000000.00,0.72,0.65
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_176.png,img/rec_fig/176.png,SNW Home retrofit - Crawley,1968.00,2010.00,2.00,38.00,83.61,1.00,0.00,159000000.00,0.70,0.69
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_177.png,img/rec_fig/177.png,SOLAR HOUSE 80/50,1954.71,2010.00,2.00,61.00,99.41,1.00,0.00,159000000.00,0.44,0.44
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_178.png,img/rec_fig/178.png,Victorian house,1954.71,2010.00,2.00,32.00,87.33,1.00,0.00,159000000.00,0.50,0.45
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_179.png,img/rec_fig/179.png,Holistic Optimal Retrofit,1989.00,2010.00,2.00,64.00,57.97,1.00,0.00,159000000.00,0.80,0.76
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_180.png,img/rec_fig/180.png,South Chingford - Ascham Homes,1960.00,2010.00,2.00,32.00,104.98,1.00,0.00,159000000.00,0.70,0.70
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_181.png,img/rec_fig/181.png,Yorkshire Housing,1954.71,2010.00,2.00,58.00,75.25,1.65,0.05,159000000.00,0.69,0.60
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_182.png,img/rec_fig/182.png,Thamesmead Retrofit House,1954.71,2012.00,2.00,32.00,175.12,2.00,0.00,159000000.00,0.80,0.79
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_183.png,img/rec_fig/183.png,Melin Homes,1960.00,2011.00,2.00,64.00,85.47,1.00,0.00,159000000.00,0.73,0.72
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_184.png,img/rec_fig/184.png,The Oxford Whole House Carbon Reduction Project,1954.71,2010.00,2.00,57.00,77.11,1.00,0.00,159000000.00,0.68,0.65
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_185.png,img/rec_fig/185.png,Tower Hamlets,1960.00,2010.00,2.00,32.00,104.05,2.00,0.00,159000000.00,0.65,0.61
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_186.png,img/rec_fig/186.png,Tunbridge Wells,1950.00,2010.00,2.00,52.00,77.11,1.00,0.00,159000000.00,0.70,0.75
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_187.png,img/rec_fig/187.png,WHISCERS,1954.71,2010.00,2.00,32.00,113.34,1.00,0.00,159000000.00,0.58,0.54
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_188.png,img/rec_fig/188.png,Wakefield and District Housing Kettlethorpe retrofit 2,1950.00,2010.00,2.00,58.00,82.68,1.00,0.00,159000000.00,0.63,0.58
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_189.png,img/rec_fig/189.png,Two Piers Housing Co-Operative,1954.71,2010.00,2.00,39.00,177.44,1.00,0.00,159000000.00,0.81,0.79
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_190.png,img/rec_fig/190.png,Crawley Homes,1950.00,2010.00,2.00,38.00,78.97,1.00,0.00,159000000.00,0.71,0.67
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_191.png,img/rec_fig/191.png,Princedale Road,1910.00,2010.00,2.00,32.00,0.00,1.00,0.00,230000.00,0.49,0.71
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_192.png,img/rec_fig/192.png,Mosaic Midmoor Road,1910.00,2010.00,2.00,32.00,0.00,1.00,0.00,162000.00,0.67,0.58
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_193.png,img/rec_fig/193.png,Penzance,1950.00,2010.00,2.00,41.00,0.00,1.00,0.00,78000.00,0.79,0.89
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_194.png,img/rec_fig/194.png,406 Collins Street,1960.00,2011.00,11.00,65.00,4004.12,1.65,0.05,1500000.00,0.50,0.50
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_195.png,img/rec_fig/195.png,182 Capel Street,1984.00,2011.00,11.00,65.00,1600.72,3.00,1.00,420000.00,0.50,0.50
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_196.png,img/rec_fig/196.png,Council House 2 (CH2),1984.00,2011.00,11.00,65.00,1600.72,3.00,1.00,420000.00,0.50,0.50
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_197.png,img/rec_fig/197.png,1525 WILSON BOULEVARD,1987.00,2010.00,11.00,30.00,29109.95,12.00,0.00,1100000.00,0.25,0.25
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_198.png,img/rec_fig/198.png,Johann B?mstrasse 34 + 36,1960.00,2013.00,2.00,67.00,2844.97,3.00,1.00,5424950.00,0.72,0.72
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_199.png,img/rec_fig/199.png,Vester Voldgade.DK,1938.00,2015.00,11.00,68.00,6734.54,5.00,0.00,3517146.00,0.50,0.50
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_200.png,img/rec_fig/200.png,PHI_GAG_Hoheloog_Ludwigshafen,1965.00,2007.00,2.00,75.00,960.15,3.00,0.00,3517146.00,0.94,0.93
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_201.png,img/rec_fig/201.png,Factor10_N?nberg,1930.00,2002.00,2.00,76.00,960.15,2.00,0.00,569845.00,0.84,0.83
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_202.png,img/rec_fig/202.png,Gym Ostfildern,1970.00,2008.00,10.00,77.00,2439.91,1.65,0.05,3169984.00,0.55,0.56
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_203.png,img/rec_fig/203.png,Angela School,1965.00,2010.00,7.00,78.00,2670.03,2.00,0.00,2554977.00,0.78,0.78
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_204.png,img/rec_fig/204.png,Friedrich-Fr?el-School Olbersdorf,1928.00,2011.00,7.00,79.00,5610.41,3.00,1.00,6159321.00,0.74,0.73
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_205.png,img/rec_fig/205.png,High School Passive House,1968.00,2013.00,7.00,82.00,1016.36,2.00,0.00,6159321.00,0.90,0.90
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_206.png,img/rec_fig/206.png,Riga,1968.00,2013.00,7.00,82.00,1016.36,2.00,0.00,377652.00,0.90,0.90
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_207.png,img/rec_fig/207.png,The Mildmay Centre,1890.00,2012.00,11.00,32.00,665.19,2.00,0.00,1824984.00,0.85,0.85
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_208.png,img/rec_fig/208.png,Grand Junction,1918.00,2013.00,11.00,22.00,3861.05,1.65,0.05,16693077.00,0.99,0.99
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_209.png,img/rec_fig/209.png,Silver Spring and Lanham,1970.00,2014.00,11.00,29.00,14643.56,1.65,0.05,16693077.00,0.47,0.49
