explain_path,photo_path,name,design,built_year,re_year,area,ground_floor,underground_floor,build_type,loc,wall,roof,window,windowframe,airtight,windowcontrol,awning,coolheat,ventilation,lighting,sunlight,solarheat,geothermal,windpower,bio,fuelcell,cogeneration,ess,cost,energy
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_51.png,img/rec_fig/51.png,통영시청 제2청사,1,1989,2020,5684.6,5,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0.24
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_52.png,img/rec_fig/52.png,영천시청 본관,1,1989,2020,5495.5,3,0,11,11,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NaN,0.13
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_53.png,img/rec_fig/53.png,경찰청사 남관,1,1989,2020,3571,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0.36
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_54.png,img/rec_fig/54.png,서울도봉경찰서,1,1989,2020,9099.9,4,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.24
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_55.png,img/rec_fig/55.png,전라북도 농업기술원,1,1989,2020,14413.5,3,0,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0.28
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_56.png,img/rec_fig/56.png,통영시 수산과학관,1,1989,2020,3587,2,1,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0.24
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_57.png,img/rec_fig/57.png,목포자연사박물관 자연사관동,1,1989,2020,6610.9,4,1,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0.22
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_58.png,img/rec_fig/58.png,동학농민혁명기념관(전시관동),1,1989,2020,3945.7,4,1,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0.23
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_59.png,img/rec_fig/59.png,서울대학교 052(예술관(미대)3),1,1989,2020,4383.7,4,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.48
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_60.png,img/rec_fig/60.png,서울대학교 021(약학관1),1,1989,2020,6575.5,4,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.42
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_61.png,img/rec_fig/61.png,충남대학교 실내체육관,1,1989,2020,3682,4,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0.21
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_62.png,img/rec_fig/62.png,충남대학교 중앙도서관,1,1989,2020,21618,4,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0.36
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_63.png,img/rec_fig/63.png,수정청소년수련관,1,1989,2020,7746.4,4,1,9,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.34
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_64.png,img/rec_fig/64.png,동작구문화복지센터(보건소),1,1989,2020,10022,4,1,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.1
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_65.png,img/rec_fig/65.png,단양 수련시설,2,1994,2015,8220.18,6,1,9,4,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3823000000,0.31
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_66.png,img/rec_fig/66.png,여수 하희현가 그린리모델링,2,1998,2017,18184,3,0,1,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.38
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_67.png,img/rec_fig/67.png,외유내강,2,1969,2017,204.82,2,1,1,14,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.35
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_68.png,img/rec_fig/68.png,부평 단독주택,2,1984,2016,146.13,2,1,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,89680000,0.65
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_69.png,img/rec_fig/69.png,경기도 수원시 권선구 단독주택 2층,2,1987,2016,209.43,2,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7300000,0.33
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_70.png,img/rec_fig/70.png,EAN 테크놀로지 신사옥,2,1998,2017,2000,10,1,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NaN,0.38
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_71.png,img/rec_fig/71.png,부평 단독주택,2,1984,2016,146,2,1,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.66
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_72.png,img/rec_fig/72.png,한서빌딩,2,1983,2017,2467,5,1,11,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NaN,0.52
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_73.png,img/rec_fig/73.png,피닉스호텔,2,1976,2017,6858,15,2,12,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.63
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_74.png,img/rec_fig/74.png,한국외국어대학교 글로벌캠퍼스 인문경상관,2,1985,2017,6599,4,1,7,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1100000000,0.46
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_75.png,img/rec_fig/75.png,경기도 용인시 처인구 단독주택,2,1996,2016,199,2,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35000000,0.38
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_76.png,img/rec_fig/76.png,광주 계림동 숙박시설 금수장관광호텔,2,1998,2016,3163,6,1,12,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140000000,0.33
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_77.png,img/rec_fig/77.png,서초동 업무시설,2,1995,2015,14514,6,1,11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,495000000,0.31
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_78.png,img/rec_fig/78.png,국도화학 공장,2,1997,2016,4826,6,1,11,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1717100000,0.27
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_79.png,img/rec_fig/79.png,한국외대 글로벌 캠퍼스 어문학관,2,2002,2015,13172,4,1,7,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3000000000,0.33
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_80.png,img/rec_fig/80.png,경북 영주 문수면 사무소,2,1985,2013,892,6,1,11,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1333000,0.34
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_81.png,img/rec_fig/81.png,충북대학교 생활관(진리관),2,1990,2013,2655,6,1,7,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2350000,0.36
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_82.png,img/rec_fig/82.png,전북 고창 동리국악당(신재효고택동리국악당),2,1990,2014,2248,6,1,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2550000,0.27
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_83.png,img/rec_fig/83.png,충북 청주 시립 미술관,2,1978,2015,4546,6,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3469000,0.41
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_84.png,img/rec_fig/84.png,서울세관 2동 청사,2,1982,2015,13346,6,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2370000,0.32
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_85.png,img/rec_fig/85.png,경기도청 제2별관,2,1990,2014,8120,8,2,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1312181,0.35
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_86.png,img/rec_fig/86.png,경북 문경시청사,2,1990,2015,10067,4,1,11,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3500000,0.22
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_87.png,img/rec_fig/87.png,한국수자원공사 물사랑어린이집,2,1988,2015,550,2,1,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350000,0.22
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_88.png,img/rec_fig/88.png,한국건설기술연구원 (구교통연구원),2,1988,2015,8145,6,1,11,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1321000,0.45
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_89.png,img/rec_fig/89.png,전남 무안군 농업기술센터,2,1988,2016,932,2,1,11,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1067604,0.31
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_90.png,img/rec_fig/90.png,광주 시립 청소년 삶 디자인센터,2,1967,2015,8415,6,1,6,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11300000,0.22
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_91.png,img/rec_fig/91.png,제주 서귀포의료원 (산후조리원),2,1982,2015,3624,4,2,6,17,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2826745,0.29
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_92.png,img/rec_fig/92.png,한국도로공사 군위지사,2,1995,2015,1896,2,1,11,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2041000,0.24
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_93.png,img/rec_fig/93.png,한국과학기술원 기계공학동,2,1993,2016,30387,7,1,7,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10130000,0.19
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_94.png,img/rec_fig/94.png,김포국제공항,2,1980,2018,77775,4,1,11,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,67600000,0.32
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_95.png,img/rec_fig/95.png,경기도 따복기숙사(경기도기숙사),2,1984,2017,5510,5,1,2,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11980368,0.19
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_96.png,img/rec_fig/96.png,서울 강동구청 별관(성안별관),2,1979,2017,4705,5,1,11,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,8912760,0.74
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_97.png,img/rec_fig/97.png,대구 수성구청 별관,2,2003,2018,3100,5,1,11,13,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1520000,0.26
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_98.png,img/rec_fig/98.png,한국도로공사 홍천지사,2,1995,2017,1922,6,1,11,16,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2019000,0.49
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_99.png,img/rec_fig/99.png,한국방송통신대학교 열린관,2,1982,2018,5808,6,1,7,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,7475000,0.53
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_100.png,img/rec_fig/100.png,한국교통대학교 건축관,2,1985,2018,2666,3,0,7,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2900000,0.51
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_101.png,img/rec_fig/101.png,대구시 대명동 상가주택,2,1995,2006,6820.33,2,1,1,13,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0.49
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_102.png,img/rec_fig/102.png,경기도 안양시 ARK,2,1973,2016,204,3,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NaN,0.44
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_103.png,img/rec_fig/103.png,DPR Construction Phoenix Regional Office(NZEB),2,1972,2011,1519.43,2,0,11,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2480000,0.99
