explain_path,photo_path,name,design,built_year,re_year,area,ground_floor,underground_floor,build_type,loc,wall,roof,window,airtight,awning,coolheat,ventilation,lighting,sunlight,solarheat,geothermal,fuelcell,ess,cost,energy,area_year_energy_,energy_grade
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_88.png,img/rec_fig/88.png,한국건설기술연구원 (구교통연구원),2,1988,2015,8145.00,6,1,10,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1321000.00,0.45,187.30,1+
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_89.png,img/rec_fig/89.png,전남 무안군 농업기술센터,2,1988,2016,932.00,2,1,10,9,0,0,0,0,1,0,0,1,0,0,0,0,0,1067604.00,0.31,144.50,1+
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_90.png,img/rec_fig/90.png,광주 시립 청소년 삶 디자인센터,2,1967,2015,8415.00,6,1,10,10,0,0,0,0,1,0,0,1,0,0,0,0,0,11300000.00,0.22,128.10,1++
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_91.png,img/rec_fig/91.png,제주 서귀포의료원 (산후조리원),2,1982,2015,3624.00,4,2,5,17,0,0,0,0,1,0,0,1,0,0,0,0,0,2826745.00,0.29,162.90,1+
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_92.png,img/rec_fig/92.png,한국도로공사 군위지사,2,1995,2015,1896.00,2,1,10,11,0,0,1,0,0,1,0,1,0,0,0,0,0,2041000.00,0.24,142.80,1+
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_93.png,img/rec_fig/93.png,한국과학기술원 기계공학동,2,1993,2016,30387.00,7,1,6,6,1,0,1,0,0,1,0,1,0,0,0,0,0,10130000.00,0.19,328.20,3
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_94.png,img/rec_fig/94.png,김포국제공항,2,1980,2018,77775.00,4,1,10,1,1,0,1,0,0,1,1,1,1,0,1,0,0,67600000.00,0.32,555.40,6
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_95.png,img/rec_fig/95.png,경기도 따복기숙사(경기도기숙사),2,1984,2017,5510.00,5,1,11,2,1,0,1,0,0,1,0,1,0,0,0,0,0,11980368.00,0.19,145.40,1+
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_96.png,img/rec_fig/96.png,서울 강동구청 별관(성안별관),2,1979,2017,4705.00,5,1,10,1,1,0,1,0,0,1,1,1,1,0,0,1,0,8912760.00,0.74,107.50,1++
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_97.png,img/rec_fig/97.png,대구 수성구청 별관,2,2003,2018,3100.00,5,1,10,13,1,0,1,0,0,1,1,1,0,0,0,0,0,1520000.00,0.26,289.40,2
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_98.png,img/rec_fig/98.png,한국도로공사 홍천지사,2,1995,2017,1922.00,6,1,10,16,1,0,1,0,0,1,1,1,1,0,0,0,0,2019000.00,0.49,133.80,1++
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_99.png,img/rec_fig/99.png,한국방송통신대학교 열린관,2,1982,2018,5808.00,6,1,6,1,1,0,1,0,0,1,1,1,1,0,0,0,0,7475000.00,0.53,162.80,1+
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_100.png,img/rec_fig/100.png,한국교통대학교 건축관,2,1985,2018,2666.00,3,0,6,4,1,0,1,0,0,1,0,1,0,0,0,0,0,2900000.00,0.51,158.10,1+
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_101.png,img/rec_fig/101.png,대구시 대명동 상가주택,2,1995,2006,6820.33,2,1,4,13,1,0,1,0,0,0,0,1,0,0,0,0,0,NaN,0.49,8.28,1+++
https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_102.png,img/rec_fig/102.png,경기도 안양시 ARK,2,1973,2016,204.00,3,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,NaN,0.44,227.80,3
