,explain_path,photo_path,name,design,built_year,re_year,build_type,loc,area,ground_floor,underground_floor,wall,roof,window,windowframe,airtight,windowcontrol,awning,coolheat,ventilation,lighting,sunlight,solarheat,geothermal,windpower,bio,fuelcell,cogeneration,ess,re_cost,re_energy
77,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_78.png,img/rec_fig/78.png,국도화학 공장,2,1997 ,2016 ,11,1,4826,6 ,1 ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1717100000 ,0.27 
78,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_79.png,img/rec_fig/79.png,한국외대 글로벌 캠퍼스 어문학관,2,2002 ,2015 ,7,2,13172,4 ,1 ,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3000000000 ,0.33 
79,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_80.png,img/rec_fig/80.png,경북 영주 문수면 사무소,2,1985 ,2013 ,11,11,892,6 ,1 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1333000 ,0.34 
80,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_81.png,img/rec_fig/81.png,충북대학교 생활관(진리관),2,1990 ,2013 ,7,4,2655,6 ,1 ,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2350000 ,0.36 
81,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_82.png,img/rec_fig/82.png,전북 고창 동리국악당(신재효고택동리국악당),2,1990 ,2014 ,3,8,2248,6 ,1 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2550000 ,0.27 
82,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_83.png,img/rec_fig/83.png,충북 청주 시립 미술관,2,1978 ,2015 ,3,4,4546,6 ,1 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3469000 ,0.41 
83,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_84.png,img/rec_fig/84.png,서울세관 2동 청사,2,1982 ,2015 ,11,1,13346,6 ,1 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2370000 ,0.32 
84,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_85.png,img/rec_fig/85.png,경기도청 제2별관,2,1990 ,2014 ,11,2,8120,8 ,2 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1312181 ,0.35 
85,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_86.png,img/rec_fig/86.png,경북 문경시청사,2,1990 ,2015 ,11,11,10067,4 ,1 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3500000 ,0.22 
86,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_87.png,img/rec_fig/87.png,한국수자원공사 물사랑어린이집,2,1988 ,2015 ,8,6,550,2 ,1 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350000 ,0.22 
